api_name,text_clean
GetDesc,Retrieves a description of the protected resource session. 
GetDesc,Retrieves a description of the surface.
GetDesc,Retrieves a description of the vertex buffer resource.
GetDesc,Retrieves a description of the volume.
GetDesc,Retrieves the description used to create the cache session.
GetDesc1,Get an extended description of the output that includes color characteristics and connection type.
GetDesc1,Get the blend state. 
GetDesc1,Get the shader resource view's description. 
GetDesc1,Gets a description of the resource.
GetDesc1,Gets a description of the swap chain.
GetDesc1,Gets a DXGI 1.1 description of an adapter .
GetDesc1,Gets a query description.
GetDesc1,Gets the description for blending state that you used to create the blend-state object. 
GetDesc1,Gets the description for rasterizer state that you used to create the rasterizer-state object. 
GetDesc1,Gets the properties of a render-target view.
GetDesc1,Gets the properties of the texture resource. 
GetDesc1,Gets the shader-resource view's description.
GetDesc1,Retrieves a description of the protected resource session. 
GetDesc2,Gets a Microsoft DirectX Graphics Infrastructure  1.2 description of an adapter or video card.
GetDesc2,Gets the description for rasterizer state that you used to create the rasterizer-state object. 
GetDesc3,Gets a Microsoft DirectX Graphics Infrastructure  1.6 description of an adapter or video card. This description includes information about ACG compatibility.
GetDescription,"Gets the antialiasing mode, transform, tags, primitive blend, and unit mode portion of the drawing state."
GetDescription,Gets the blend description of the corresponding blend transform object.
GetDescription,Gets the description string for a Shell link object. 
GetDescription,Gets the event description.
GetDescription,"Gets the name of a categorizer, such as Group By Device Type, that can be displayed in the UI."
GetDescription,Retrieves a description of the undo unit that can be used in the undo or redo user interface.
GetDescription,Retrieves a text string describing the error.
GetDescription,"Retrieves the antialiasing mode, transform, and tags portion of the drawing state."
GetDescription,Retrieves the description of an output format.
GetDescription,Retrieves the description of the job.
GetDescription,"retrieves the description, set by a previous call to SetDescription, of the table of contents."
GetDescription,Retrieves the WinML model description.
GetDescription,returns a description string for the network.
GetDescription,Returns a descriptive string for the action specified by the IEnhancedStorageSiloAction object.
GetDescription,Returns a human-readable description of the exit module and its function.
GetDescription,Returns a human-readable description of the policy module and its function.
GetDescription,Returns a textual description of the error.
GetDescription,Returns the description of the error.
GetDescription,returns the description of the UI element.
GetDescriptionData,gets a description data block that was previously associated with the entry by a call to SetDescriptionData.
GetDescriptiveText,enables MMC to get the taskpad's descriptive text to display in taskpads that use MMC taskpad templates.
GetDescriptor,"retrieves the descriptor, previously set by a call to SetDescriptor, of the entry."
GetDescriptor,"retrieves the descriptor, previously set by SetDescriptor, of the table of contents."
GetDescriptorHandleIncrementSize,Gets the size of the handle increment for the given type of descriptor heap. This value is typically used to increment a handle into a descriptor array by the correct amount.
GetDesignGlyphAdvances,Retrieves the advances in design units for a sequences of glyphs.
GetDesignGlyphMetrics,Obtains ideal  glyph metrics in font design units.
GetDesiredAccuracy,Retrieves the current requested accuracy setting.
GetDesiredPacketDescription,Retrieves the list of properties that have been requested to be included in the packet stream.
GetDesiredReferenceStreamProperties,"Requests a set of properties for the loopback stream, if they are supported on the associated audio endpoint."
GetDesktopDpi,"Retrieves the current desktop dots per inch . To refresh this value, call ReloadSystemMetrics."
GetDesktopItem,Gets the specified desktop item.
GetDesktopItemByID,Gets the desktop item that matches the given identification.
GetDesktopItemBySource,Gets a desktop item using its source URL.
GetDesktopItemCount,Gets a count of the desktop items.
GetDesktopItemOptions,Gets the options for the desktop item.
GetDesktopSharedRect,Retrieves the current desktop region being shared.
GetDesktopWindow,Retrieves a handle to the desktop window. The desktop window covers the entire screen. The desktop window is the area on top of which other windows are painted.
GetDestCtx,Retrieves the destination context for the rpc channel.
GetDestinationProviderConflictingChange,Gets the change metadata from the destination provider.
GetDestinationProviderConflictingData,Gets an object that can be used to retrieve item data for the change item from the destination replica.
GetDestinationStream,Gets an empty stream that receives the new version of the file being copied.
GetDestSize,Gets the size of the destination surface to use for the video processing blit operation.
GetDetailLevel,Reserved. 
GetDetailsEx,"Gets detailed information, identified by a property set identifier  and a property identifier , on an item in a Shell folder."
GetDetailsOf,Gets detailed information on an item in a Shell folder.
GetDetailsOf,"Gets detailed information, identified by a column index, on an item in a Shell folder."
GetDevConfig,returns an opaque data structure.
GetDevice,Get a pointer to the device that created this interface. 
GetDevice,Get the device that created the effect.
GetDevice,Get the device.
GetDevice,Gets a pointer to the device that created this interface.
GetDevice,Gets information about the image sharing device.
GetDevice,Gets information about the media sharing device.
